ENTREZ_GENE_ID	Name	Species
80318	G kinase anchoring protein 1(GKAP1)	Homo sapiens
55743	checkpoint with forkhead and ring finger domains(CHFR)	Homo sapiens
399814	chromosome 10 open reading frame 120(C10orf120)	Homo sapiens
80321	centrosomal protein 70(CEP70)	Homo sapiens
22977	aldo-keto reductase family 7 member A3(AKR7A3)	Homo sapiens
22978	5'-nucleotidase, cytosolic II(NT5C2)	Homo sapiens
80323	coiled-coil domain containing 68(CCDC68)	Homo sapiens
22980	transcription factor 25(TCF25)	Homo sapiens
63940	G-protein signaling modulator 3(GPSM3)	Homo sapiens
22981	ninein like(NINL)	Homo sapiens
55749	cell division cycle and apoptosis regulator 1(CCAR1)	Homo sapiens
6598	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1(SMARCB1)	Homo sapiens
6599	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1(SMARCC1)	Homo sapiens
55752	septin 11(SEPT11)	Homo sapiens
6601	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2(SMARCC2)	Homo sapiens
22986	sortilin related VPS10 domain containing receptor 3(SORCS3)	Homo sapiens
6602	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1(SMARCD1)	Homo sapiens
80333	potassium voltage-gated channel interacting protein 4(KCNIP4)	Homo sapiens
63948	DMRT like family B with proline rich C-terminal 1(DMRTB1)	Homo sapiens
80332	ADAM metallopeptidase domain 33(ADAM33)	Homo sapiens
6605	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1(SMARCE1)	Homo sapiens
55758	REST corepressor 3(RCOR3)	Homo sapiens
6606	survival of motor neuron 1, telomeric(SMN1)	Homo sapiens
6607	survival of motor neuron 2, centromeric(SMN2)	Homo sapiens
55760	DEAH-box helicase 32 (putative)(DHX32)	Homo sapiens
285141	glutamate rich 2(ERICH2)	Homo sapiens
55763	exocyst complex component 1(EXOC1)	Homo sapiens
22996	tetratricopeptide repeat domain 39A(TTC39A)	Homo sapiens
6612	small ubiquitin-like modifier 3(SUMO3)	Homo sapiens
375248	ankyrin repeat domain 36(ANKRD36)	Homo sapiens
6613	small ubiquitin-like modifier 2(SUMO2)	Homo sapiens
80342	TRAF3 interacting protein 3(TRAF3IP3)	Homo sapiens
6615	snail family transcriptional repressor 1(SNAI1)	Homo sapiens
80345	zinc finger and SCAN domain containing 16(ZSCAN16)	Homo sapiens
55768	N-glycanase 1(NGLY1)	Homo sapiens
6616	synaptosome associated protein 25(SNAP25)	Homo sapiens
285148	isoamyl acetate-hydrolyzing esterase 1 homolog(IAH1)	Homo sapiens
6619	small nuclear RNA activating complex polypeptide 3(SNAPC3)	Homo sapiens
6620	synuclein beta(SNCB)	Homo sapiens
170463	single stranded DNA binding protein 4(SSBP4)	Homo sapiens
23005	mitogen-activated protein kinase binding protein 1(MAPKBP1)	Homo sapiens
203228	chromosome 9 open reading frame 72(C9orf72)	Homo sapiens
80350	lipoprotein(a) like 2, pseudogene(LPAL2)	Homo sapiens
80352	ring finger protein 39(RNF39)	Homo sapiens
6626	small nuclear ribonucleoprotein polypeptide A(SNRPA)	Homo sapiens
6627	small nuclear ribonucleoprotein polypeptide A'(SNRPA1)	Homo sapiens
63971	kinesin family member 13A(KIF13A)	Homo sapiens
23012	serine/threonine kinase 38 like(STK38L)	Homo sapiens
6628	small nuclear ribonucleoprotein polypeptides B and B1(SNRPB)	Homo sapiens
55781	RIO kinase 2(RIOK2)	Homo sapiens
6629	small nuclear ribonucleoprotein polypeptide B2(SNRPB2)	Homo sapiens
6631	small nuclear ribonucleoprotein polypeptide C(SNRPC)	Homo sapiens
23016	exosome component 7(EXOSC7)	Homo sapiens
6632	small nuclear ribonucleoprotein D1 polypeptide(SNRPD1)	Homo sapiens
63976	PR/SET domain 16(PRDM16)	Homo sapiens
154091	solute carrier family 2 member 12(SLC2A12)	Homo sapiens
6633	small nuclear ribonucleoprotein D2 polypeptide(SNRPD2)	Homo sapiens
55786	zinc finger protein 415(ZNF415)	Homo sapiens
6634	small nuclear ribonucleoprotein D3 polypeptide(SNRPD3)	Homo sapiens
63978	PR/SET domain 14(PRDM14)	Homo sapiens
154089	long intergenic non-protein coding RNA 1312(LINC01312)	Homo sapiens
6636	small nuclear ribonucleoprotein polypeptide F(SNRPF)	Homo sapiens
6637	small nuclear ribonucleoprotein polypeptide G(SNRPG)	Homo sapiens
23022	palladin, cytoskeletal associated protein(PALLD)	Homo sapiens
55791	ligand dependent nuclear receptor interacting factor 1(LRIF1)	Homo sapiens
285172	family with sequence similarity 126 member B(FAM126B)	Homo sapiens
55793	family with sequence similarity 63 member A(FAM63A)	Homo sapiens
375287	RNA binding motif protein 43(RBM43)	Homo sapiens
6642	sorting nexin 1(SNX1)	Homo sapiens
55795	PCI domain containing 2(PCID2)	Homo sapiens
6643	sorting nexin 2(SNX2)	Homo sapiens
23028	lysine demethylase 1A(KDM1A)	Homo sapiens
55796	muscleblind like splicing regulator 3(MBNL3)	Homo sapiens
6648	superoxide dismutase 2, mitochondrial(SOD2)	Homo sapiens
285180	RUN and FYVE domain containing 4(RUFY4)	Homo sapiens
6649	superoxide dismutase 3, extracellular(SOD3)	Homo sapiens
653808	zymogen granule protein 16(ZG16)	Homo sapiens
23034	sterile alpha motif domain containing 4A(SAMD4A)	Homo sapiens
129531	microtubule interacting and trafficking domain containing 1(MITD1)	Homo sapiens
55802	decapping mRNA 1A(DCP1A)	Homo sapiens
6650	calpain 15(CAPN15)	Homo sapiens
113146	AHNAK nucleoprotein 2(AHNAK2)	Homo sapiens
6652	sorbitol dehydrogenase(SORD)	Homo sapiens
121340	Sp7 transcription factor(SP7)	Homo sapiens
6653	sortilin related receptor 1(SORL1)	Homo sapiens
55806	hair growth associated(HR)	Homo sapiens
23039	exportin 7(XPO7)	Homo sapiens
440836	outer dense fiber of sperm tails 3B(ODF3B)	Homo sapiens
55810	forkhead box J2(FOXJ2)	Homo sapiens
6658	SRY-box 3(SOX3)	Homo sapiens
6660	SRY-box 5(SOX5)	Homo sapiens
55815	translin associated factor X interacting protein 1(TSNAXIP1)	Homo sapiens
6663	SRY-box 10(SOX10)	Homo sapiens
23051	zinc fingers and homeoboxes 3(ZHX3)	Homo sapiens
6668	Sp2 transcription factor(SP2)	Homo sapiens
375307	ciliogenesis associated TTC17 interacting protein(CATIP)	Homo sapiens
6670	Sp3 transcription factor(SP3)	Homo sapiens
55823	VPS11, CORVET/HOPS core subunit(VPS11)	Homo sapiens
6671	Sp4 transcription factor(SP4)	Homo sapiens
6672	SP100 nuclear antigen(SP100)	Homo sapiens
285205	long intergenic non-protein coding RNA 636(LINC00636)	Homo sapiens
23059	clusterin associated protein 1(CLUAP1)	Homo sapiens
55827	DDB1 and CUL4 associated factor 6(DCAF6)	Homo sapiens
6675	UDP-N-acetylglucosamine pyrophosphorylase 1(UAP1)	Homo sapiens
23061	TBC1 domain family member 9B(TBC1D9B)	Homo sapiens
203286	ankyrin repeat and sterile alpha motif domain containing 6(ANKS6)	Homo sapiens
23062	golgi associated, gamma adaptin ear containing, ARF binding protein 2(GGA2)	Homo sapiens
113174	serum amyloid A like 1(SAAL1)	Homo sapiens
145946	spermatogenesis associated 8(SPATA8)	Homo sapiens
113179	adenosine deaminase, tRNA specific 3(ADAT3)	Homo sapiens
113178	secretory carrier membrane protein 4(SCAMP4)	Homo sapiens
6687	SPG7, paraplegin matrix AAA peptidase subunit(SPG7)	Homo sapiens
162333	membrane associated ring-CH-type finger 10(MARCH10)	Homo sapiens
55840	ELL associated factor 2(EAF2)	Homo sapiens
6692	serine peptidase inhibitor, Kunitz type 1(SPINT1)	Homo sapiens
55845	BRICK1, SCAR/WAVE actin nucleating complex subunit(BRK1)	Homo sapiens
6693	sialophorin(SPN)	Homo sapiens
145957	neuregulin 4(NRG4)	Homo sapiens
55850	unconventional SNARE in the ER 1(USE1)	Homo sapiens
6698	small proline rich protein 1A(SPRR1A)	Homo sapiens
342574	keratin 27(KRT27)	Homo sapiens
6700	small proline rich protein 2A(SPRR2A)	Homo sapiens
391723	helt bHLH transcription factor(HELT)	Homo sapiens
121391	keratin 74(KRT74)	Homo sapiens
55854	zinc finger CCCH-type containing 15(ZC3H15)	Homo sapiens
55856	acyl-CoA thioesterase 13(ACOT13)	Homo sapiens
23089	paternally expressed 10(PEG10)	Homo sapiens
55857	kizuna centrosomal protein(KIZ)	Homo sapiens
285237	chromosome 3 open reading frame 38(C3orf38)	Homo sapiens
55859	brain expressed X-linked 1(BEX1)	Homo sapiens
55860	actin-related protein 10 homolog(ACTR10)	Homo sapiens
6708	spectrin alpha, erythrocytic 1(SPTA1)	Homo sapiens
23099	zinc finger and BTB domain containing 43(ZBTB43)	Homo sapiens
6716	steroid 5 alpha-reductase 2(SRD5A2)	Homo sapiens
6717	sorcin(SRI)	Homo sapiens
64061	TSPY like 2(TSPYL2)	Homo sapiens
55872	PDZ binding kinase(PBK)	Homo sapiens
6721	sterol regulatory element binding transcription factor 2(SREBF2)	Homo sapiens
6723	spermidine synthase(SRM)	Homo sapiens
23108	RAP1 GTPase activating protein 2(RAP1GAP2)	Homo sapiens
23111	spastic paraplegia 20 (Troyer syndrome)(SPG20)	Homo sapiens
23114	neurofascin(NFASC)	Homo sapiens
6730	signal recognition particle 68(SRP68)	Homo sapiens
6731	signal recognition particle 72(SRP72)	Homo sapiens
170575	GTPase, IMAP family member 1(GIMAP1)	Homo sapiens
23117	nuclear pore complex interacting protein family member B3(NPIPB3)	Homo sapiens
399947	chromosome 11 open reading frame 87(C11orf87)	Homo sapiens
55885	LIM domain only 3(LMO3)	Homo sapiens
6733	SRSF protein kinase 2(SRPK2)	Homo sapiens
23118	TGF-beta activated kinase 1/MAP3K7 binding protein 2(TAB2)	Homo sapiens
23119	HIC ZBTB transcriptional repressor 2(HIC2)	Homo sapiens
55888	zinc finger with KRAB and SCAN domains 7(ZKSCAN7)	Homo sapiens
64080	ribokinase(RBKS)	Homo sapiens
6737	tripartite motif containing 21(TRIM21)	Homo sapiens
64081	phenazine biosynthesis like protein domain containing(PBLD)	Homo sapiens
55890	G protein-coupled receptor class C group 5 member C(GPRC5C)	Homo sapiens
23125	calmodulin binding transcription activator 2(CAMTA2)	Homo sapiens
23126	pogo transposable element with ZNF domain(POGZ)	Homo sapiens
23127	collagen beta(1-O)galactosyltransferase 2(COLGALT2)	Homo sapiens
219738	chromosome 10 open reading frame 35(C10orf35)	Homo sapiens
23130	autophagy related 2A(ATG2A)	Homo sapiens
55898	unc-45 myosin chaperone A(UNC45A)	Homo sapiens
6746	signal sequence receptor subunit 2(SSR2)	Homo sapiens
64090	galactose-3-O-sulfotransferase 2(GAL3ST2)	Homo sapiens
55900	zinc finger protein 302(ZNF302)	Homo sapiens
170591	S100 calcium binding protein Z(S100Z)	Homo sapiens
64093	SPARC related modular calcium binding 1(SMOC1)	Homo sapiens
64094	SPARC related modular calcium binding 2(SMOC2)	Homo sapiens
23136	erythrocyte membrane protein band 4.1 like 3(EPB41L3)	Homo sapiens
23137	structural maintenance of chromosomes 5(SMC5)	Homo sapiens
55905	ring finger protein 114(RNF114)	Homo sapiens
55906	zinc finger C4H2-type containing(ZC4H2)	Homo sapiens
113251	La ribonucleoprotein domain family member 4(LARP4)	Homo sapiens
64098	parvin gamma(PARVG)	Homo sapiens
55909	bridging integrator 3(BIN3)	Homo sapiens
6758	SSX family member 5(SSX5)	Homo sapiens
64102	tenomodulin(TNMD)	Homo sapiens
23143	leucine rich repeats and calponin homology domain containing 1(LRCH1)	Homo sapiens
64105	centromere protein K(CENPK)	Homo sapiens
55915	LanC like 2(LANCL2)	Homo sapiens
100507537	uncharacterized LOC100507537(LOC100507537)	Homo sapiens
55916	nuclear transport factor 2 like export factor 2(NXT2)	Homo sapiens
64108	receptor transporter protein 4(RTP4)	Homo sapiens
23149	FCH domain only 1(FCHO1)	Homo sapiens
55917	CTTNBP2 N-terminal like(CTTNBP2NL)	Homo sapiens
64110	MAGE family member F1(MAGEF1)	Homo sapiens
23151	GRAM domain containing 4(GRAMD4)	Homo sapiens
64111	neuropeptide VF precursor(NPVF)	Homo sapiens
121457	IKBKB interacting protein(IKBIP)	Homo sapiens
23152	capicua transcriptional repressor(CIC)	Homo sapiens
64112	modulator of apoptosis 1(MOAP1)	Homo sapiens
6769	SH3 and cysteine rich domain(STAC)	Homo sapiens
23154	neurochondrin(NCDN)	Homo sapiens
55922	NFKB repressing factor(NKRF)	Homo sapiens
6770	steroidogenic acute regulatory protein(STAR)	Homo sapiens
23157	septin 6(SEPT6)	Homo sapiens
6774	signal transducer and activator of transcription 3(STAT3)	Homo sapiens
64118	dihydrouridine synthase 1 like(DUS1L)	Homo sapiens
162427	family with sequence similarity 134 member C(FAM134C)	Homo sapiens
23162	mitogen-activated protein kinase 8 interacting protein 3(MAPK8IP3)	Homo sapiens
23163	golgi associated, gamma adaptin ear containing, ARF binding protein 3(GGA3)	Homo sapiens
170622	COMM domain containing 6(COMMD6)	Homo sapiens
6780	staufen double-stranded RNA binding protein 1(STAU1)	Homo sapiens
6781	stanniocalcin 1(STC1)	Homo sapiens
6782	heat shock protein family A (Hsp70) member 13(HSPA13)	Homo sapiens
6783	sulfotransferase family 1E member 1(SULT1E1)	Homo sapiens
170626	X antigen family member 3(XAGE3)	Homo sapiens
146050	zinc finger and SCAN domain containing 29(ZSCAN29)	Homo sapiens
64129	tubulointerstitial nephritis antigen like 1(TINAGL1)	Homo sapiens
23170	tubulin tyrosine ligase like 12(TTLL12)	Homo sapiens
64130	lin-7 homolog B, crumbs cell polarity complex component(LIN7B)	Homo sapiens
6788	serine/threonine kinase 3(STK3)	Homo sapiens
23173	methionyl aminopeptidase 1(METAP1)	Homo sapiens
6789	serine/threonine kinase 4(STK4)	Homo sapiens
23174	zinc finger CCHC-type containing 14(ZCCHC14)	Homo sapiens
64135	interferon induced with helicase C domain 1(IFIH1)	Homo sapiens
6792	cyclin dependent kinase like 5(CDKL5)	Homo sapiens
23177	centrosomal protein 68(CEP68)	Homo sapiens
146057	tau tubulin kinase 2(TTBK2)	Homo sapiens
6795	aurora kinase C(AURKC)	Homo sapiens
23181	disco interacting protein 2 homolog A(DIP2A)	Homo sapiens
6801	striatin(STRN)	Homo sapiens
64145	rabenosyn, RAB effector(RBSN)	Homo sapiens
55954	zinc finger matrin-type 5(ZMAT5)	Homo sapiens
64147	kinesin family member 9(KIF9)	Homo sapiens
6804	syntaxin 1A(STX1A)	Homo sapiens
55957	lin-37 DREAM MuvB core complex component(LIN37)	Homo sapiens
23190	UBX domain protein 4(UBXN4)	Homo sapiens
23192	autophagy related 4B cysteine peptidase(ATG4B)	Homo sapiens
6809	syntaxin 3(STX3)	Homo sapiens
23194	F-box and leucine rich repeat protein 7(FBXL7)	Homo sapiens
6810	syntaxin 4(STX4)	Homo sapiens
6811	syntaxin 5(STX5)	Homo sapiens
55964	septin 3(SEPT3)	Homo sapiens
6812	syntaxin binding protein 1(STXBP1)	Homo sapiens
137886	UBX domain protein 2B(UBXN2B)	Homo sapiens
23199	Gse1 coiled-coil protein(GSE1)	Homo sapiens
23200	ATPase phospholipid transporting 11B (putative)(ATP11B)	Homo sapiens
121504	histone cluster 4 H4(HIST4H4)	Homo sapiens
23201	family with sequence similarity 168 member A(FAM168A)	Homo sapiens
285349	zinc finger protein 660(ZNF660)	Homo sapiens
6818	sulfotransferase family 1A member 3(SULT1A3)	Homo sapiens
121506	endoplasmic reticulum protein 27(ERP27)	Homo sapiens
55971	BAI1 associated protein 2 like 1(BAIAP2L1)	Homo sapiens
23204	ADP ribosylation factor like GTPase 6 interacting protein 1(ARL6IP1)	Homo sapiens
6820	sulfotransferase family 2B member 1(SULT2B1)	Homo sapiens
6821	sulfite oxidase(SUOX)	Homo sapiens
6822	sulfotransferase family 2A member 1(SULT2A1)	Homo sapiens
23208	synaptotagmin 11(SYT11)	Homo sapiens
64168	N-terminal EF-hand calcium binding protein 1(NECAB1)	Homo sapiens
121512	FYVE, RhoGEF and PH domain containing 4(FGD4)	Homo sapiens
64170	caspase recruitment domain family member 9(CARD9)	Homo sapiens
23212	ribosome biogenesis regulator homolog(RRS1)	Homo sapiens
6829	SPT5 homolog, DSIF elongation factor subunit(SUPT5H)	Homo sapiens
23216	TBC1 domain family member 1(TBC1D1)	Homo sapiens
23219	F-box protein 28(FBXO28)	Homo sapiens
285367	RNA pseudouridylate synthase domain containing 3(RPUSD3)	Homo sapiens
6839	suppressor of variegation 3-9 homolog 1(SUV39H1)	Homo sapiens
23224	spectrin repeat containing nuclear envelope protein 2(SYNE2)	Homo sapiens
64184	epididymal protein 3B(EDDM3B)	Homo sapiens
170680	psoriasis susceptibility 1 candidate 2(PSORS1C2)	Homo sapiens
6843	vesicle associated membrane protein 1(VAMP1)	Homo sapiens
6844	vesicle associated membrane protein 2(VAMP2)	Homo sapiens
6846	X-C motif chemokine ligand 2(XCL2)	Homo sapiens
170685	nudix hydrolase 10(NUDT10)	Homo sapiens
56000	nuclear RNA export factor 3(NXF3)	Homo sapiens
121536	AE binding protein 2(AEBP2)	Homo sapiens
23233	exocyst complex component 6B(EXOC6B)	Homo sapiens
408263	fibronectin type III domain containing 9(FNDC9)	Homo sapiens
285381	diphthamide biosynthesis 3(DPH3)	Homo sapiens
6850	spleen associated tyrosine kinase(SYK)	Homo sapiens
326343	metallothionein 1D, pseudogene(MT1DP)	Homo sapiens
23237	activity regulated cytoskeleton associated protein(ARC)	Homo sapiens
56005	myeloid derived growth factor(MYDGF)	Homo sapiens
56006	SMG9, nonsense mediated mRNA decay factor(SMG9)	Homo sapiens
23242	cordon-bleu WH2 repeat protein(COBL)	Homo sapiens
23243	ankyrin repeat domain 28(ANKRD28)	Homo sapiens
154313	cilia and flagella associated protein 206(CFAP206)	Homo sapiens
121549	achaete-scute family bHLH transcription factor 4(ASCL4)	Homo sapiens
23244	PDS5 cohesin associated factor A(PDS5A)	Homo sapiens
6860	synaptotagmin 4(SYT4)	Homo sapiens
219854	transmembrane protein 218(TMEM218)	Homo sapiens
23251	KIAA1024(KIAA1024)	Homo sapiens
6867	transforming acidic coiled-coil containing protein 1(TACC1)	Homo sapiens
23253	ankyrin repeat domain 12(ANKRD12)	Homo sapiens
6871	transcriptional adaptor 2A(TADA2A)	Homo sapiens
162517	F-box protein 39(FBXO39)	Homo sapiens
6873	TATA-box binding protein associated factor 2(TAF2)	Homo sapiens
23258	DENN domain containing 5A(DENND5A)	Homo sapiens
64219	praja ring finger ubiquitin ligase 1(PJA1)	Homo sapiens
64220	stimulated by retinoic acid 6(STRA6)	Homo sapiens
64221	roundabout guidance receptor 3(ROBO3)	Homo sapiens
6880	TATA-box binding protein associated factor 9(TAF9)	Homo sapiens
64224	HERPUD family member 2(HERPUD2)	Homo sapiens
23265	exocyst complex component 7(EXOC7)	Homo sapiens
6882	TATA-box binding protein associated factor 11(TAF11)	Homo sapiens
6884	TATA-box binding protein associated factor 13(TAF13)	Homo sapiens
23270	TSPY like 4(TSPYL4)	Homo sapiens
6890	transporter 1, ATP binding cassette subfamily B member(TAP1)	Homo sapiens
162540	signal peptide peptidase like 2C(SPPL2C)	Homo sapiens
6895	TARBP2, RISC loading complex RNA binding subunit(TARBP2)	Homo sapiens
23281	microtubule associated tumor suppressor candidate 2(MTUS2)	Homo sapiens
6897	threonyl-tRNA synthetase(TARS)	Homo sapiens
6898	tyrosine aminotransferase(TAT)	Homo sapiens
23283	cleavage stimulation factor subunit 2 tau variant(CSTF2T)	Homo sapiens
727800	ring finger protein 208(RNF208)	Homo sapiens
219899	tubulin folding cofactor E like(TBCEL)	Homo sapiens
23288	IQ motif containing E(IQCE)	Homo sapiens
6908	TATA-box binding protein(TBP)	Homo sapiens
23293	SMG6, nonsense mediated mRNA decay factor(SMG6)	Homo sapiens
6909	T-box 2(TBX2)	Homo sapiens
121599	Spi-C transcription factor(SPIC)	Homo sapiens
23294	ankyrin repeat and sterile alpha motif domain containing 1A(ANKS1A)	Homo sapiens
6910	T-box 5(TBX5)	Homo sapiens
6911	T-box 6(TBX6)	Homo sapiens
203523	zinc finger protein 449(ZNF449)	Homo sapiens
23299	BICD cargo adaptor 2(BICD2)	Homo sapiens
6919	transcription elongation factor A2(TCEA2)	Homo sapiens
6921	transcription elongation factor B subunit 1(TCEB1)	Homo sapiens
375567	von Willebrand factor C domain containing 2(VWC2)	Homo sapiens
6922	S-phase kinase associated protein 1 pseudogene 1(SKP1P1)	Homo sapiens
6923	transcription elongation factor B subunit 2(TCEB2)	Homo sapiens
6924	transcription elongation factor B subunit 3(TCEB3)	Homo sapiens
6925	transcription factor 4(TCF4)	Homo sapiens
129807	neuraminidase 4(NEU4)	Homo sapiens
6926	T-box 3(TBX3)	Homo sapiens
154386	long intergenic non-protein coding RNA 1600(LINC01600)	Homo sapiens
6928	HNF1 homeobox B(HNF1B)	Homo sapiens
23313	KIAA0930(KIAA0930)	Homo sapiens
6929	transcription factor 3(TCF3)	Homo sapiens
23315	solute carrier family 9 member A8(SLC9A8)	Homo sapiens
6934	transcription factor 7 like 2(TCF7L2)	Homo sapiens
23321	tripartite motif containing 2(TRIM2)	Homo sapiens
6938	transcription factor 12(TCF12)	Homo sapiens
23324	mannosidase alpha class 2B member 2(MAN2B2)	Homo sapiens
285464	cysteine rich PAK1 inhibitor(CRIPAK)	Homo sapiens
6941	transcription factor 19(TCF19)	Homo sapiens
64285	rhomboid 5 homolog 1(RHBDF1)	Homo sapiens
23326	ubiquitin specific peptidase 22(USP22)	Homo sapiens
23327	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase(NEDD4L)	Homo sapiens
6943	transcription factor 21(TCF21)	Homo sapiens
6945	MLX, MAX dimerization protein(MLX)	Homo sapiens
129831	RNA binding motif protein 45(RBM45)	Homo sapiens
203562	transmembrane protein 31(TMEM31)	Homo sapiens
121643	forkhead box N4(FOXN4)	Homo sapiens
23338	jade family PHD finger 2(JADE2)	Homo sapiens
113451	antizyme inhibitor 2(AZIN2)	Homo sapiens
121642	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase(ALKBH2)	Homo sapiens
23339	VPS39, HOPS complex subunit(VPS39)	Homo sapiens
645922	S100 calcium binding protein A7 like 2(S100A7L2)	Homo sapiens
56107	protocadherin gamma subfamily A, 9(PCDHGA9)	Homo sapiens
162605	keratin 28(KRT28)	Homo sapiens
441150	chromosome 6 open reading frame 226(C6orf226)	Homo sapiens
56122	protocadherin beta 14(PCDHB14)	Homo sapiens
56124	protocadherin beta 12(PCDHB12)	Homo sapiens
138046	RALY RNA binding protein-like(RALYL)	Homo sapiens
80700	UBX domain protein 6(UBXN6)	Homo sapiens
80705	testis specific 10(TSGA10)	Homo sapiens
64320	ring finger protein 25(RNF25)	Homo sapiens
80709	AT-hook transcription factor(AKNA)	Homo sapiens
64324	nuclear receptor binding SET domain protein 1(NSD1)	Homo sapiens
23368	protein phosphatase 1 regulatory subunit 13B(PPP1R13B)	Homo sapiens
162632	ubiquitin specific peptidase 32 pseudogene 1(USP32P1)	Homo sapiens
23371	tensin 2(TNS2)	Homo sapiens
80714	PBX homeobox 4(PBX4)	Homo sapiens
23373	CREB regulated transcription coactivator 1(CRTC1)	Homo sapiens
129868	tripartite motif containing 43(TRIM43)	Homo sapiens
64333	Rho GTPase activating protein 9(ARHGAP9)	Homo sapiens
6990	dynein light chain Tctex-type 3(DYNLT3)	Homo sapiens
23376	UFM1 specific ligase 1(UFL1)	Homo sapiens
56144	protocadherin alpha 4(PCDHA4)	Homo sapiens
6993	dynein light chain Tctex-type 1(DYNLT1)	Homo sapiens
23378	ribosomal RNA processing 8, methyltransferase, homolog (yeast)(RRP8)	Homo sapiens
285527	FRY like transcription coactivator(FRYL)	Homo sapiens
138065	ring finger protein 183(RNF183)	Homo sapiens
613212	cortexin 3(CTXN3)	Homo sapiens
219988	PAT1 homolog 1, processing body mRNA decay factor(PATL1)	Homo sapiens
80726	KIAA1683(KIAA1683)	Homo sapiens
6999	tryptophan 2,3-dioxygenase(TDO2)	Homo sapiens
23384	sperm antigen with calponin homology and coiled-coil domains 1 like(SPECC1L)	Homo sapiens
23386	NudC domain containing 3(NUDCD3)	Homo sapiens
56155	testis expressed 14, intercellular bridge forming factor(TEX14)	Homo sapiens
7003	TEA domain transcription factor 1(TEAD1)	Homo sapiens
56156	testis expressed 13B(TEX13B)	Homo sapiens
7004	TEA domain transcription factor 4(TEAD4)	Homo sapiens
56157	testis expressed 13A(TEX13A)	Homo sapiens
7005	TEA domain transcription factor 3(TEAD3)	Homo sapiens
56158	testis expressed 12(TEX12)	Homo sapiens
56159	testis expressed 11(TEX11)	Homo sapiens
23392	KIAA0368(KIAA0368)	Homo sapiens
220002	cytochrome b561 family member A3(CYB561A3)	Homo sapiens
154467	coiled-coil domain containing 167(CCDC167)	Homo sapiens
7009	transmembrane BAX inhibitor motif containing 6(TMBIM6)	Homo sapiens
220001	von Willebrand factor C and EGF domains(VWCE)	Homo sapiens
146279	tektin 5(TEKT5)	Homo sapiens
7013	telomeric repeat binding factor 1(TERF1)	Homo sapiens
220004	protein phosphatase 1 regulatory subunit 32(PPP1R32)	Homo sapiens
23399	CTD nuclear envelope phosphatase 1(CTDNEP1)	Homo sapiens
80742	proline rich 3(PRR3)	Homo sapiens
23403	F-box protein 46(FBXO46)	Homo sapiens
80746	tRNA splicing endonuclease subunit 2(TSEN2)	Homo sapiens
7019	transcription factor A, mitochondrial(TFAM)	Homo sapiens
441194	PMS2 C-terminal like pseudogene(PMS2CL)	Homo sapiens
7020	transcription factor AP-2 alpha(TFAP2A)	Homo sapiens
7023	transcription factor AP-4(TFAP4)	Homo sapiens
7024	transcription factor CP2(TFCP2)	Homo sapiens
80755	alanyl-tRNA synthetase domain containing 1(AARSD1)	Homo sapiens
7027	transcription factor Dp-1(TFDP1)	Homo sapiens
23412	COMM domain containing 3(COMMD3)	Homo sapiens
80757	transmembrane protein 121(TMEM121)	Homo sapiens
56180	motile sperm domain containing 1(MOSPD1)	Homo sapiens
23413	neuronal calcium sensor 1(NCS1)	Homo sapiens
7029	transcription factor Dp-2(TFDP2)	Homo sapiens
23414	zinc finger protein, FOG family member 2(ZFPM2)	Homo sapiens
80759	KH homology domain containing 1(KHDC1)	Homo sapiens
7030	transcription factor binding to IGHM enhancer 3(TFE3)	Homo sapiens
64375	IKAROS family zinc finger 4(IKZF4)	Homo sapiens
23417	malonyl-CoA decarboxylase(MLYCD)	Homo sapiens
7033	trefoil factor 3(TFF3)	Homo sapiens
441212	retinitis pigmentosa 9 pseudogene(RP9P)	Homo sapiens
80762	Nedd4 family interacting protein 1(NDFIP1)	Homo sapiens
162681	chromosome 18 open reading frame 54(C18orf54)	Homo sapiens
23421	integrin subunit beta 3 binding protein(ITGB3BP)	Homo sapiens
80764	THAP domain containing 7(THAP7)	Homo sapiens
7037	transferrin receptor(TFRC)	Homo sapiens
441208	zinc and ring finger 2 pseudogene 1(ZNRF2P1)	Homo sapiens
7039	transforming growth factor alpha(TGFA)	Homo sapiens
7040	transforming growth factor beta 1(TGFB1)	Homo sapiens
23426	glutamate receptor interacting protein 1(GRIP1)	Homo sapiens
64386	matrix metallopeptidase 25(MMP25)	Homo sapiens
7043	transforming growth factor beta 3(TGFB3)	Homo sapiens
146310	ring finger protein 151(RNF151)	Homo sapiens
400258	chromosome 14 open reading frame 180(C14orf180)	Homo sapiens
23429	RING1 and YY1 binding protein(RYBP)	Homo sapiens
7045	transforming growth factor beta induced(TGFBI)	Homo sapiens
80777	cytochrome b5 type B(CYB5B)	Homo sapiens
64393	zinc finger matrin-type 3(ZMAT3)	Homo sapiens
80778	zinc finger protein 34(ZNF34)	Homo sapiens
